X_WGS84,Y_WGS84,GuloGulo_AllData_RUN1 logistic values
115.5,22.000007823,4.0972518E-5
118.5,22.000007823,3.223949E-5
121.5,22.000007823,1.4241055E-5
-154.5,19.000007823,2.1853937E-6
-109.5,19.000007823,4.3289236E-7
-106.5,19.000007823,2.5113693E-6
-103.5,19.000007823,3.3994845E-6
-100.5,19.000007823,3.2263586E-6
-97.5,19.000007823,3.880811E-6
-94.5,19.000007823,6.5134377E-6
-91.5,19.000007823,4.6697924E-6
-88.5,19.000007823,3.7181176E-6
-85.5,19.000007823,3.6134097E-6
-82.5,19.000007823,4.189799E-6
-79.5,19.000007823,2.7621963E-6
-76.5,19.000007823,3.0838405E-6
-73.5,19.000007823,2.238612E-6
-70.5,19.000007823,1.8166853E-6
-67.5,19.000007823,1.7317807E-6
-64.5,19.000007823,3.005165E-6
-61.5,19.000007823,3.998042E-6
-16.5,19.000007823,4.6071504E-11
-13.5,19.000007823,7.820504E-11
-10.5,19.000007823,1.1348429E-10
-7.5,19.000007823,1.2077007E-10
-4.5,19.000007823,1.3488172E-10
-1.5,19.000007823,1.151244E-10
1.5,19.000007823,1.2063903E-10
4.5,19.000007823,1.2084653E-10
7.5,19.000007823,1.1997366E-10
10.5,19.000007823,1.269836E-10
13.5,19.000007823,1.3163401E-10
16.5,19.000007823,1.2233208E-10
19.5,19.000007823,1.0167002E-10
22.5,19.000007823,7.558527E-11
25.5,19.000007823,8.916665E-11
28.5,19.000007823,9.7847154E-11
31.5,19.000007823,1.00247526E-10
34.5,19.000007823,7.633818E-11
37.5,19.000007823,8.26953E-11
40.5,19.000007823,2.550985E-7
43.5,19.000007823,9.6591346E-11
46.5,19.000007823,1.5016174E-10
49.5,19.000007823,1.3589836E-10
52.5,19.000007823,1.1954115E-10
55.5,19.000007823,9.8184745E-11
58.5,19.000007823,8.4379476E-11
73.5,19.000007823,1.0507972E-5
76.5,19.000007823,1.543917E-5
79.5,19.000007823,2.173902E-5
82.5,19.000007823,1.9697467E-5
85.5,19.000007823,1.7716991E-5
91.5,19.000007823,1.8106017E-5
94.5,19.000007823,1.4432394E-5
97.5,19.000007823,1.225396E-5
100.5,19.000007823,1.00225725E-5
103.5,19.000007823,1.0633449E-5
106.5,19.000007823,2.5794316E-5
109.5,19.000007823,2.1160524E-5
112.5,19.000007823,2.9544972E-5
121.5,19.000007823,6.396486E-6
145.5,19.000007823,6.5751788E-6
-100.5,16.000007823,1.2047565E-6
-97.5,16.000007823,1.717401E-6
-94.5,16.000007823,3.1292893E-6
-91.5,16.000007823,2.4009828E-6
-88.5,16.000007823,3.827142E-6
-85.5,16.000007823,3.4680213E-6
-82.5,16.000007823,4.0381656E-6
-61.5,16.000007823,2.751784E-6
-25.5,16.000007823,2.252153E-7
-22.5,16.000007823,5.5176783E-11
-16.5,16.000007823,1.09533566E-7
-13.5,16.000007823,1.8509672E-6
-10.5,16.000007823,2.6903905E-7
-7.5,16.000007823,2.5405532E-7
-4.5,16.000007823,2.53058E-7
-1.5,16.000007823,2.426545E-7
1.5,16.000007823,2.2899516E-7
4.5,16.000007823,2.9354857E-7
7.5,16.000007823,2.7549203E-7
10.5,16.000007823,7.1604334E-11
13.5,16.000007823,7.796444E-11
16.5,16.000007823,6.939535E-11
19.5,16.000007823,5.5259266E-11
22.5,16.000007823,4.3346913E-11
25.5,16.000007823,5.6632903E-11
28.5,16.000007823,5.500585E-11
31.5,16.000007823,6.053818E-11
34.5,16.000007823,1.6628138E-7
37.5,16.000007823,1.1677453E-7
40.5,16.000007823,1.5672914E-7
43.5,16.000007823,5.0058797E-11
46.5,16.000007823,6.3964396E-11
49.5,16.000007823,7.577401E-11
52.5,16.000007823,7.575949E-11
55.5,16.000007823,7.9156355E-11
73.5,16.000007823,7.667888E-6
76.5,16.000007823,9.419377E-6
79.5,16.000007823,1.5056262E-5
82.5,16.000007823,1.7236585E-5
94.5,16.000007823,9.9021945E-6
97.5,16.000007823,9.257805E-6
100.5,16.000007823,8.740653E-6
103.5,16.000007823,9.850795E-6
106.5,16.000007823,1.03334305E-5
109.5,16.000007823,1.05184545E-5
112.5,16.000007823,1.703104E-5
118.5,16.000007823,3.0595086E-6
121.5,16.000007823,3.5102219E-6
145.5,16.000007823,2.783421E-6
-91.5,13.000007823,1.554169E-6
-88.5,13.000007823,1.8168993E-6
-85.5,13.000007823,2.1568212E-6
-82.5,13.000007823,2.776419E-6
-73.5,13.000007823,1.759327E-6
-70.5,13.000007823,1.917318E-6
-67.5,13.000007823,2.9712803E-6
-61.5,13.000007823,1.3777423E-6
-16.5,13.000007823,4.5551183E-6
-13.5,13.000007823,6.972105E-6
-10.5,13.000007823,6.514202E-6
-7.5,13.000007823,6.685571E-6
-4.5,13.000007823,7.6185365E-6
-1.5,13.000007823,6.3144607E-6
1.5,13.000007823,6.9652756E-6
4.5,13.000007823,7.7103205E-6
7.5,13.000007823,8.42143E-6
10.5,13.000007823,8.684219E-6
13.5,13.000007823,8.83143E-6
16.5,13.000007823,7.85932E-6
19.5,13.000007823,5.962187E-6
22.5,13.000007823,4.6594923E-6
25.5,13.000007823,3.246336E-6
28.5,13.000007823,3.5708215E-6
31.5,13.000007823,6.131156E-6
34.5,13.000007823,3.969277E-6
37.5,13.000007823,2.0279867E-6
40.5,13.000007823,4.4362305E-6
43.5,13.000007823,2.479359E-7
46.5,13.000007823,5.625882E-11
49.5,13.000007823,5.3769083E-11
52.5,13.000007823,4.008224E-11
55.5,13.000007823,5.980696E-11
73.5,13.000007823,4.962739E-6
76.5,13.000007823,7.388261E-6
79.5,13.000007823,1.055532E-5
91.5,13.000007823,5.576767E-6
94.5,13.000007823,6.459428E-6
97.5,13.000007823,5.2742125E-6
100.5,13.000007823,5.92583E-6
103.5,13.000007823,5.9704553E-6
106.5,13.000007823,6.1452592E-6
109.5,13.000007823,6.4159644E-6
121.5,13.000007823,2.3861426E-6
124.5,13.000007823,1.7285364E-6
145.5,13.000007823,1.3165513E-6
163.5,13.000007823,8.897152E-7
-109.5,10.000007823,7.3553565E-7
-85.5,10.000007823,1.490849E-6
-82.5,10.000007823,1.2202147E-6
-79.5,10.000007823,1.2926159E-6
-76.5,10.000007823,8.534692E-7
-73.5,10.000007823,8.9922264E-7
-70.5,10.000007823,1.0890193E-6
-67.5,10.000007823,1.472834E-6
-64.5,10.000007823,1.032182E-6
-61.5,10.000007823,1.0706551E-6
-16.5,10.000007823,4.1225494E-6
-13.5,10.000007823,5.1219527E-6
-10.5,10.000007823,4.600284E-6
-7.5,10.000007823,4.469037E-6
-4.5,10.000007823,3.9840825E-6
-1.5,10.000007823,4.0516625E-6
1.5,10.000007823,3.5428097E-6
4.5,10.000007823,5.3956687E-6
7.5,10.000007823,5.136367E-6
10.5,10.000007823,6.316731E-6
13.5,10.000007823,5.886193E-6
16.5,10.000007823,6.2900804E-6
19.5,10.000007823,4.9835708E-6
22.5,10.000007823,4.924416E-6
25.5,10.000007823,4.449753E-6
28.5,10.000007823,4.161047E-6
31.5,10.000007823,3.4728523E-6
34.5,10.000007823,2.9719665E-6
37.5,10.000007823,1.8675798E-6
40.5,10.000007823,3.3470858E-6
43.5,10.000007823,5.7441384E-6
46.5,10.000007823,2.7953953E-11
49.5,10.000007823,2.8762553E-11
52.5,10.000007823,3.0711492E-11
73.5,10.000007823,4.634032E-6
76.5,10.000007823,4.553353E-6
79.5,10.000007823,6.7329815E-6
82.5,10.000007823,4.2554198E-6
91.5,10.000007823,3.9863708E-6
97.5,10.000007823,3.1437862E-6
100.5,10.000007823,3.3930742E-6
103.5,10.000007823,3.1638479E-6
106.5,10.000007823,3.9920565E-6
109.5,10.000007823,5.2840633E-6
118.5,10.000007823,1.340149E-6
121.5,10.000007823,1.3513433E-6
124.5,10.000007823,1.0813313E-6
127.5,10.000007823,1.0575855E-6
163.5,10.000007823,8.041022E-7
166.5,10.000007823,4.512405E-7
-82.5,7.000007823,1.9791228E-6
-79.5,7.000007823,1.4058787E-6
-76.5,7.000007823,5.641613E-7
-73.5,7.000007823,6.311204E-7
-70.5,7.000007823,1.7345648E-6
-67.5,7.000007823,2.176777E-6
-64.5,7.000007823,9.2418117E-7
-61.5,7.000007823,8.036729E-7
-58.5,7.000007823,1.0865152E-6
-55.5,7.000007823,1.2584819E-6
-52.5,7.000007823,1.3194808E-6
-13.5,7.000007823,2.2671707E-6
-10.5,7.000007823,1.4958038E-6
-7.5,7.000007823,2.2116467E-6
-4.5,7.000007823,2.1421458E-6
-1.5,7.000007823,2.4408694E-6
1.5,7.000007823,2.2283002E-6
4.5,7.000007823,2.3863267E-6
7.5,7.000007823,2.86312E-6
10.5,7.000007823,3.2463236E-6
13.5,7.000007823,2.9911844E-6
16.5,7.000007823,3.9685506E-6
19.5,7.000007823,3.4954282E-6
22.5,7.000007823,3.837446E-6
25.5,7.000007823,2.597849E-6
28.5,7.000007823,2.5601983E-6
31.5,7.000007823,2.3882328E-6
34.5,7.000007823,1.3167955E-6
37.5,7.000007823,1.4099203E-6
40.5,7.000007823,1.4849691E-6
43.5,7.000007823,9.964515E-7
46.5,7.000007823,4.8715123E-8
49.5,7.000007823,1.9072265E-11
73.5,7.000007823,3.3514086E-6
76.5,7.000007823,4.164593E-6
79.5,7.000007823,3.1077373E-6
82.5,7.000007823,2.388644E-6
94.5,7.000007823,4.027697E-6
97.5,7.000007823,2.2849515E-6
100.5,7.000007823,1.4045836E-6
103.5,7.000007823,1.4118197E-6
115.5,7.000007823,5.4225086E-7
118.5,7.000007823,7.6158443E-7
121.5,7.000007823,4.194627E-7
124.5,7.000007823,6.353355E-7
127.5,7.000007823,5.4550424E-7
133.5,7.000007823,4.765404E-7
148.5,7.000007823,4.273397E-7
151.5,7.000007823,4.2730846E-7
157.5,7.000007823,5.888447E-7
160.5,7.000007823,4.272306E-7
169.5,7.000007823,3.0663594E-7
172.5,7.000007823,2.738505E-7
-160.5,4.000007823,3.8309602E-7
-79.5,4.000007823,4.7675E-7
-76.5,4.000007823,3.55802E-7
-73.5,4.000007823,1.1621604E-6
-70.5,4.000007823,1.8819627E-6
-67.5,4.000007823,9.797874E-7
-64.5,4.000007823,4.89914E-7
-61.5,4.000007823,5.143679E-7
-58.5,4.000007823,1.0765883E-6
-55.5,4.000007823,1.2726462E-6
-52.5,4.000007823,1.6128253E-6
-49.5,4.000007823,1.7444934E-6
-10.5,4.000007823,7.2854874E-7
-7.5,4.000007823,1.9883669E-6
-4.5,4.000007823,2.4851288E-6
-1.5,4.000007823,2.3078726E-6
4.5,4.000007823,1.6804876E-6
7.5,4.000007823,1.339895E-6
10.5,4.000007823,1.5283723E-6
13.5,4.000007823,1.0925771E-6
16.5,4.000007823,1.5536538E-6
19.5,4.000007823,1.3129322E-6
22.5,4.000007823,1.3475403E-6
25.5,4.000007823,1.2314421E-6
28.5,4.000007823,1.3886967E-6
31.5,4.000007823,1.6334532E-6
34.5,4.000007823,1.1179254E-6
37.5,4.000007823,1.2147061E-6
40.5,4.000007823,1.4495223E-6
43.5,4.000007823,1.7025361E-6
46.5,4.000007823,3.6350727E-8
49.5,4.000007823,8.03207E-8
73.5,4.000007823,2.7154213E-6
94.5,4.000007823,1.4829578E-6
97.5,4.000007823,5.31141E-7
100.5,4.000007823,4.945307E-7
103.5,4.000007823,7.5832105E-7
106.5,4.000007823,1.2403945E-6
109.5,4.000007823,9.3745535E-7
112.5,4.000007823,3.9321546E-7
115.5,4.000007823,3.1102275E-7
118.5,4.000007823,3.7313555E-7
121.5,4.000007823,3.0716612E-7
124.5,4.000007823,3.4329952E-7
127.5,4.000007823,4.0519976E-7
133.5,4.000007823,3.8357518E-7
154.5,4.000007823,4.7613673E-7
163.5,4.000007823,4.0460662E-7
172.5,4.000007823,3.0660783E-7
-157.5,1.000007823,3.831642E-7
-91.5,1.000007823,5.2217574E-6
-88.5,1.000007823,4.2124484E-6
-79.5,1.000007823,6.169199E-7
-76.5,1.000007823,4.7578897E-7
-73.5,1.000007823,1.3381119E-6
-70.5,1.000007823,9.2824405E-7
-67.5,1.000007823,4.082261E-7
-64.5,1.000007823,3.3104817E-7
-61.5,1.000007823,4.6062087E-7
-58.5,1.000007823,8.922676E-7
-55.5,1.000007823,1.1160708E-6
-52.5,1.000007823,1.1827335E-6
-49.5,1.000007823,1.2094717E-6
7.5,1.000007823,2.505954E-6
10.5,1.000007823,1.6067195E-6
13.5,1.000007823,1.0492405E-6
16.5,1.000007823,7.581419E-7
19.5,1.000007823,6.7063235E-7
22.5,1.000007823,6.6234907E-7
25.5,1.000007823,6.376895E-7
28.5,1.000007823,5.37777E-7
31.5,1.000007823,8.1477725E-7
34.5,1.000007823,6.6660186E-7
37.5,1.000007823,6.920412E-7
40.5,1.000007823,8.598502E-7
43.5,1.000007823,1.7254655E-6
46.5,1.000007823,1.871024E-6
73.5,1.000007823,2.21306E-6
97.5,1.000007823,3.724984E-7
100.5,1.000007823,3.5625786E-7
103.5,1.000007823,4.1250837E-7
109.5,1.000007823,4.143646E-7
112.5,1.000007823,3.3494965E-7
115.5,1.000007823,3.01048E-7
118.5,1.000007823,4.666585E-7
121.5,1.000007823,6.8510843E-7
124.5,1.000007823,6.213209E-7
127.5,1.000007823,6.3115874E-7
130.5,1.000007823,6.298161E-7
172.5,1.000007823,2.7384792E-7
-172.5,-1.999992177,3.429031E-7
-91.5,-1.999992177,7.815938E-6
-88.5,-1.999992177,8.304711E-6
-79.5,-1.999992177,1.0251526E-6
-76.5,-1.999992177,5.398494E-7
-73.5,-1.999992177,6.470582E-7
-70.5,-1.999992177,5.345753E-7
-67.5,-1.999992177,5.4048076E-7
-64.5,-1.999992177,4.6834293E-7
-61.5,-1.999992177,5.696668E-7
-58.5,-1.999992177,8.472836E-7
-55.5,-1.999992177,9.780512E-7
-52.5,-1.999992177,7.7703584E-7
-49.5,-1.999992177,4.8991234E-7
-46.5,-1.999992177,7.473622E-7
-43.5,-1.999992177,8.557891E-7
-40.5,-1.999992177,9.276357E-7
7.5,-1.999992177,6.1100545E-6
10.5,-1.999992177,2.9018922E-6
13.5,-1.999992177,1.9706465E-6
16.5,-1.999992177,8.5011214E-7
19.5,-1.999992177,5.4106425E-7
22.5,-1.999992177,4.6071838E-7
25.5,-1.999992177,4.6058958E-7
28.5,-1.999992177,5.274055E-7
31.5,-1.999992177,8.251844E-7
34.5,-1.999992177,1.2009772E-6
37.5,-1.999992177,1.7536665E-6
40.5,-1.999992177,2.4368699E-6
43.5,-1.999992177,3.249369E-6
73.5,-1.999992177,1.739284E-6
97.5,-1.999992177,3.8340556E-7
100.5,-1.999992177,3.930931E-7
103.5,-1.999992177,3.7840073E-7
106.5,-1.999992177,6.2383003E-7
109.5,-1.999992177,5.029763E-7
112.5,-1.999992177,4.4853596E-7
115.5,-1.999992177,5.127558E-7
118.5,-1.999992177,1.0232558E-6
121.5,-1.999992177,1.021221E-6
124.5,-1.999992177,1.0685167E-6
127.5,-1.999992177,1.2264719E-6
130.5,-1.999992177,8.6106485E-7
133.5,-1.999992177,7.134528E-7
136.5,-1.999992177,3.9162947E-7
139.5,-1.999992177,3.0121052E-7
142.5,-1.999992177,3.323286E-7
145.5,-1.999992177,3.2442298E-7
148.5,-1.999992177,3.4306836E-7
151.5,-1.999992177,5.22427E-7
154.5,-1.999992177,4.2755192E-7
175.5,-1.999992177,3.0667366E-7
-169.5,-4.999992177,3.4290053E-7
-82.5,-4.999992177,3.588979E-11
-79.5,-4.999992177,9.875691E-7
-76.5,-4.999992177,7.3294626E-7
-73.5,-4.999992177,7.3517674E-7
-70.5,-4.999992177,6.254753E-7
-67.5,-4.999992177,7.5329336E-7
-64.5,-4.999992177,8.1040776E-7
-61.5,-4.999992177,9.350819E-7
-58.5,-4.999992177,1.5705773E-6
-55.5,-4.999992177,1.3409236E-6
-52.5,-4.999992177,9.122171E-7
-49.5,-4.999992177,7.8799627E-7
-46.5,-4.999992177,1.3915759E-6
-43.5,-4.999992177,1.900997E-6
-40.5,-4.999992177,1.3760691E-6
-37.5,-4.999992177,1.2040667E-6
-34.5,-4.999992177,1.7988373E-6
10.5,-4.999992177,7.4824943E-6
13.5,-4.999992177,5.973256E-6
16.5,-4.999992177,2.0296327E-6
19.5,-4.999992177,8.678059E-7
22.5,-4.999992177,8.2753456E-7
25.5,-4.999992177,1.0324654E-6
28.5,-4.999992177,1.9744796E-6
31.5,-4.999992177,2.6711912E-6
34.5,-4.999992177,2.7636386E-6
37.5,-4.999992177,2.703834E-6
40.5,-4.999992177,3.4929787E-6
52.5,-4.999992177,3.6409615E-6
55.5,-4.999992177,3.395141E-6
70.5,-4.999992177,1.909066E-6
73.5,-4.999992177,1.7430693E-6
103.5,-4.999992177,4.1568353E-7
106.5,-4.999992177,6.634539E-7
109.5,-4.999992177,1.0347874E-6
112.5,-4.999992177,7.2639097E-7
115.5,-4.999992177,1.1783213E-6
118.5,-4.999992177,1.5618252E-6
121.5,-4.999992177,1.46245E-6
124.5,-4.999992177,1.5197168E-6
127.5,-4.999992177,1.5972781E-6
130.5,-4.999992177,1.5948331E-6
133.5,-4.999992177,1.4904847E-6
136.5,-4.999992177,8.604069E-7
139.5,-4.999992177,6.379452E-7
142.5,-4.999992177,4.153868E-7
145.5,-4.999992177,3.9269818E-7
148.5,-4.999992177,7.2053695E-7
151.5,-4.999992177,6.305322E-7
154.5,-4.999992177,4.897155E-7
175.5,-4.999992177,3.0664447E-7
-79.5,-7.999992177,1.989931E-6
-76.5,-7.999992177,7.3905517E-7
-73.5,-7.999992177,1.2804887E-6
-70.5,-7.999992177,1.0151687E-6
-67.5,-7.999992177,1.0457659E-6
-64.5,-7.999992177,1.5680107E-6
-61.5,-7.999992177,2.4386845E-6
-58.5,-7.999992177,3.3922543E-6
-55.5,-7.999992177,2.7363105E-6
-52.5,-7.999992177,1.6067878E-6
-49.5,-7.999992177,1.4480145E-6
-46.5,-7.999992177,1.9389945E-6
-43.5,-7.999992177,1.4771349E-6
-40.5,-7.999992177,1.8285613E-6
-37.5,-7.999992177,2.6846521E-6
-34.5,-7.999992177,2.4782778E-6
13.5,-7.999992177,5.528187E-6
16.5,-7.999992177,2.1991723E-6
19.5,-7.999992177,1.5936079E-6
22.5,-7.999992177,1.6096637E-6
25.5,-7.999992177,2.347062E-6
28.5,-7.999992177,3.5291669E-6
31.5,-7.999992177,3.1613356E-6
34.5,-7.999992177,3.3815375E-6
37.5,-7.999992177,4.4456824E-6
40.5,-7.999992177,3.3108658E-6
49.5,-7.999992177,3.8229805E-6
52.5,-7.999992177,3.5068651E-6
55.5,-7.999992177,2.9621806E-6
106.5,-7.999992177,7.2602165E-7
109.5,-7.999992177,1.0863829E-6
112.5,-7.999992177,1.4087533E-6
115.5,-7.999992177,1.0597012E-6
118.5,-7.999992177,1.3199692E-6
121.5,-7.999992177,1.5372837E-6
124.5,-7.999992177,2.388222E-6
127.5,-7.999992177,2.8115137E-6
130.5,-7.999992177,3.4481461E-6
133.5,-7.999992177,1.9208728E-6
136.5,-7.999992177,2.1116489E-6
139.5,-7.999992177,1.5568686E-6
142.5,-7.999992177,1.5104004E-6
145.5,-7.999992177,7.8383573E-7
148.5,-7.999992177,8.924097E-7
151.5,-7.999992177,1.0375943E-6
154.5,-7.999992177,7.656326E-7
157.5,-7.999992177,5.483269E-7
160.5,-7.999992177,5.874236E-7
-79.5,-10.999992177,3.3665404E-11
-76.5,-10.999992177,1.5341312E-6
-73.5,-10.999992177,1.0216704E-6
-70.5,-10.999992177,1.7575165E-6
-67.5,-10.999992177,2.3153318E-6
-64.5,-10.999992177,2.0507903E-6
-61.5,-10.999992177,2.6726723E-6
-58.5,-10.999992177,2.8630045E-6
-55.5,-10.999992177,2.6791154E-6
-52.5,-10.999992177,2.3625344E-6
-49.5,-10.999992177,2.213508E-6
-46.5,-10.999992177,2.274837E-6
-43.5,-10.999992177,1.878981E-6
-40.5,-10.999992177,2.1705193E-6
-37.5,-10.999992177,3.2873818E-6
-34.5,-10.999992177,2.751642E-6
13.5,-10.999992177,5.458649E-6
16.5,-10.999992177,3.7494385E-6
19.5,-10.999992177,3.6185618E-6
22.5,-10.999992177,3.128697E-6
25.5,-10.999992177,5.559412E-6
28.5,-10.999992177,7.128713E-6
31.5,-10.999992177,7.461205E-6
34.5,-10.999992177,6.885531E-6
37.5,-10.999992177,4.4765234E-6
40.5,-10.999992177,2.2088282E-6
43.5,-10.999992177,2.7984834E-6
49.5,-10.999992177,3.2706612E-6
52.5,-10.999992177,3.2607084E-6
97.5,-10.999992177,1.9115384E-6
106.5,-10.999992177,1.9119511E-6
118.5,-10.999992177,1.4605068E-6
121.5,-10.999992177,1.6333432E-6
124.5,-10.999992177,2.2958097E-6
130.5,-10.999992177,4.702648E-6
133.5,-10.999992177,5.4759344E-6
136.5,-10.999992177,5.4178695E-6
142.5,-10.999992177,3.952336E-6
148.5,-10.999992177,2.2006593E-6
151.5,-10.999992177,2.2990125E-6
154.5,-10.999992177,1.977226E-6
160.5,-10.999992177,6.789478E-7
163.5,-10.999992177,7.271538E-7
166.5,-10.999992177,7.022554E-7
169.5,-10.999992177,1.0859452E-6
-178.5,-13.999992177,1.1986864E-6
-175.5,-13.999992177,8.0441805E-7
-172.5,-13.999992177,6.899795E-7
-169.5,-13.999992177,1.2555755E-6
-76.5,-13.999992177,8.6333515E-8
-73.5,-13.999992177,1.5206036E-6
-70.5,-13.999992177,2.2620063E-6
-67.5,-13.999992177,2.5084778E-6
-64.5,-13.999992177,2.8226095E-6
-61.5,-13.999992177,2.4717851E-6
-58.5,-13.999992177,2.33216E-6
-55.5,-13.999992177,2.2049946E-6
-52.5,-13.999992177,2.497966E-6
-49.5,-13.999992177,2.6130735E-6
-46.5,-13.999992177,2.3595742E-6
-43.5,-13.999992177,2.2254542E-6
-40.5,-13.999992177,3.0770698E-6
-37.5,-13.999992177,3.8788103E-6
13.5,-13.999992177,4.5088427E-6
16.5,-13.999992177,5.490157E-6
19.5,-13.999992177,4.525397E-6
22.5,-13.999992177,5.200117E-6
25.5,-13.999992177,7.94301E-6
28.5,-13.999992177,9.230812E-6
31.5,-13.999992177,8.422355E-6
34.5,-13.999992177,7.1952686E-6
37.5,-13.999992177,5.324794E-6
40.5,-13.999992177,2.2051584E-6
46.5,-13.999992177,2.9870432E-6
49.5,-13.999992177,2.9155176E-6
124.5,-13.999992177,6.642006E-6
127.5,-13.999992177,7.824716E-6
130.5,-13.999992177,7.123007E-6
133.5,-13.999992177,7.5223284E-6
136.5,-13.999992177,7.703017E-6
142.5,-13.999992177,5.2935598E-6
145.5,-13.999992177,5.6377135E-6
166.5,-13.999992177,2.237228E-6
169.5,-13.999992177,2.7349015E-6
-178.5,-16.999992177,3.5382486E-6
-151.5,-16.999992177,2.671493E-6
-148.5,-16.999992177,2.9878195E-6
-73.5,-16.999992177,1.6366106E-11
-70.5,-16.999992177,1.3887097E-6
-67.5,-16.999992177,2.943541E-6
-64.5,-16.999992177,3.97885E-6
-61.5,-16.999992177,3.2316102E-6
-58.5,-16.999992177,3.4387847E-6
-55.5,-16.999992177,3.7163088E-6
-52.5,-16.999992177,2.7392111E-6
-49.5,-16.999992177,2.8371298E-6
-46.5,-16.999992177,2.4566186E-6
-43.5,-16.999992177,2.9509479E-6
-40.5,-16.999992177,3.3921033E-6
-37.5,-16.999992177,3.7767861E-6
10.5,-16.999992177,7.312889E-11
13.5,-16.999992177,1.3669477E-7
16.5,-16.999992177,7.0428937E-6
19.5,-16.999992177,7.488258E-6
22.5,-16.999992177,8.397767E-6
25.5,-16.999992177,9.973816E-6
28.5,-16.999992177,9.348413E-6
31.5,-16.999992177,7.4311865E-6
34.5,-16.999992177,6.2189656E-6
37.5,-16.999992177,5.63293E-6
40.5,-16.999992177,4.9728E-6
43.5,-16.999992177,3.30688E-6
46.5,-16.999992177,3.0069336E-6
49.5,-16.999992177,4.306875E-6
121.5,-16.999992177,9.074291E-6
124.5,-16.999992177,8.9160685E-6
127.5,-16.999992177,1.0567013E-5
130.5,-16.999992177,1.0882388E-5
133.5,-16.999992177,1.0702087E-5
136.5,-16.999992177,1.1913161E-5
139.5,-16.999992177,1.15370785E-5
142.5,-16.999992177,7.1653935E-6
145.5,-16.999992177,7.29254E-6
151.5,-16.999992177,1.0838718E-5
166.5,-16.999992177,3.325598E-6
169.5,-16.999992177,4.6715004E-6
178.5,-16.999992177,4.195727E-6
-178.5,-19.999992177,5.947964E-6
-175.5,-19.999992177,6.518143E-6
-172.5,-19.999992177,4.6963414E-6
-169.5,-19.999992177,5.275492E-6
-160.5,-19.999992177,5.2794035E-6
-157.5,-19.999992177,5.019012E-6
-70.5,-19.999992177,3.7763286E-11
-67.5,-19.999992177,2.41926E-15
-64.5,-19.999992177,4.9979135E-6
-61.5,-19.999992177,6.2112977E-6
-58.5,-19.999992177,4.9503483E-6
-55.5,-19.999992177,3.7106752E-6
-52.5,-19.999992177,2.8726577E-6
-49.5,-19.999992177,3.0615795E-6
-46.5,-19.999992177,3.2122225E-6
-43.5,-19.999992177,3.924989E-6
-40.5,-19.999992177,4.3641116E-6
-28.5,-19.999992177,0.0010205369
13.5,-19.999992177,3.3068537E-11
16.5,-19.999992177,5.814737E-6
19.5,-19.999992177,9.164802E-6
22.5,-19.999992177,9.814045E-6
25.5,-19.999992177,9.6854665E-6
28.5,-19.999992177,8.731224E-6
31.5,-19.999992177,7.638445E-6
34.5,-19.999992177,6.403824E-6
37.5,-19.999992177,7.501382E-6
43.5,-19.999992177,4.7167687E-6
46.5,-19.999992177,4.2106212E-6
49.5,-19.999992177,5.7011716E-6
55.5,-19.999992177,1.0739395E-5
58.5,-19.999992177,8.485108E-6
64.5,-19.999992177,9.515624E-6
115.5,-19.999992177,2.9919386E-7
118.5,-19.999992177,3.3061426E-7
121.5,-19.999992177,1.1841371E-5
124.5,-19.999992177,7.767739E-6
127.5,-19.999992177,3.686804E-7
130.5,-19.999992177,1.6272143E-5
133.5,-19.999992177,1.7126946E-5
136.5,-19.999992177,1.5705931E-5
139.5,-19.999992177,1.4115109E-5
142.5,-19.999992177,1.1713691E-5
145.5,-19.999992177,1.128338E-5
148.5,-19.999992177,1.1921335E-5
163.5,-19.999992177,8.48624E-6
166.5,-19.999992177,9.152057E-6
169.5,-19.999992177,7.598749E-6
178.5,-19.999992177,5.7310663E-6
-175.5,-22.999992177,8.325586E-6
-151.5,-22.999992177,8.889163E-6
-70.5,-22.999992177,3.6604345E-11
-67.5,-22.999992177,3.008896E-11
-64.5,-22.999992177,9.648764E-6
-61.5,-22.999992177,1.0638041E-5
-58.5,-22.999992177,8.327087E-6
-55.5,-22.999992177,6.6280554E-6
-52.5,-22.999992177,4.8469383E-6
-49.5,-22.999992177,5.1971556E-6
-46.5,-22.999992177,5.709616E-6
-43.5,-22.999992177,5.884883E-6
-40.5,-22.999992177,7.0290844E-6
13.5,-22.999992177,1.906527E-11
16.5,-22.999992177,1.4137295E-7
19.5,-22.999992177,2.5113937E-7
22.5,-22.999992177,5.824378E-6
25.5,-22.999992177,1.0030813E-5
28.5,-22.999992177,9.421184E-6
31.5,-22.999992177,7.020112E-6
34.5,-22.999992177,5.3339263E-6
40.5,-22.999992177,7.989937E-6
43.5,-22.999992177,4.3912596E-6
46.5,-22.999992177,4.9549567E-6
49.5,-22.999992177,8.184622E-6
112.5,-22.999992177,3.900833E-7
115.5,-22.999992177,4.2129395E-7
118.5,-22.999992177,5.7270216E-7
121.5,-22.999992177,5.679018E-7
124.5,-22.999992177,5.525938E-7
127.5,-22.999992177,5.479969E-7
130.5,-22.999992177,5.342719E-7
133.5,-22.999992177,5.546417E-7
136.5,-22.999992177,5.303453E-7
139.5,-22.999992177,5.3786056E-7
142.5,-22.999992177,1.06696625E-5
145.5,-22.999992177,1.5747566E-5
